"","Genus_species","Original.Genus","Corrected.Genus","Family","Dormancy.Class","matched_name2"
"6682","Euphoria longan","Euphoria","Litchi","Sapindaceae","ND","Euphoria longan"
"6683","Euphrasia regelii","Euphrasia","Euphrasia","Orobanchaceae","PD","Euphrasia regelii"
"6684","Euplassa incana","Euplassa","Euplassa","Proteaceae","ND","Euplassa incana"
"6685","Euptelea pleiospermum","Euptelea","Euptelea","Eupteleaceae","MPD","Euptelea pleiospermum"
"6687","Eurya acuminata","Eurya","Eurya","Pentaphylacaceae","PD","Eurya acuminata"
"6690","Eurya chinensis","Eurya","Eurya","Pentaphylacaceae","PD","Eurya chinensis"
"6691","Eurya japonica","Eurya","Eurya","Pentaphylacaceae","PD","Eurya japonica"
"6692","Eurya nitida","Eurya","Eurya","Pentaphylacaceae","PD","Eurya nitida"
"6694","Eurya sandwicensis","Eurya","Eurya","Pentaphylacaceae","PD","Eurya sandwicensis"
"6695","Eurycoma longifolia","Eurycoma","Eurycoma","Simaroubaceae","PD","Eurycoma longifolia"
"6696","Euryops linearis","Euryops","Euryops","Asteraceae","PD","Euryops linearis"
"6697","Euryops multifidus","Euryops","Euryops","Asteraceae","PD","Euryops multifidus"
"6698","Euryops speciosissimus","Euryops","Euryops","Asteraceae","PD","Euryops speciosissimus"
"6699","Euscaphis japonica","Euscaphis","Euscaphis","Staphyleaceae","PD","Euscaphis japonica"
"6700","Eustoma grandiflorum","Eustoma","Eustoma","Gentianaceae","PD","Eustoma grandiflorum"
"6701","Eutaxia microphylla","Eutaxia","Eutaxia","Fabaceae","PY","Eutaxia microphylla"
"6702","Euterpe edulis","Euterpe","Euterpe","Arecaceae","MD","Euterpe edulis"
"6703","Euterpe globosa","Euterpe","Euterpe","Arecaceae","MPD","Euterpe globosa"
"6704","Euterpe oleracea","Euterpe","Euterpe","Arecaceae","MD","Euterpe oleracea"
"6705","Euterpe oleracea","Euterpe","Euterpe","Arecaceae","MPD","Euterpe oleracea"
"6706","Euterpe precatoria","Euterpe","Euterpe","Arecaceae","MPD","Euterpe precatoria"
"6707","Euzomodendron bourgaeanum","Euzomodendron","Euzomodendron","Brassicaceae","ND","Euzomodendron bourgaeanum"
"6708","Euzomodendron bourgaeanum","Euzomodendron","Euzomodendron","Brassicaceae","PD","Euzomodendron bourgaeanum"
"6709","Evax multicaulis","Evax","Evax","Asteraceae","PD","Evax multicaulis"
"6710","Evolvulus alsinoides","Evolvulus","Evolvulus","Convolvulaceae","PY","Evolvulus alsinoides"
"6714","Evolvulus pilosus","Evolvulus","Evolvulus","Convolvulaceae","PY","Evolvulus pilosus"
"6716","Excoecaria agallocha","Excoecaria","Excoecaria","Euphorbiaceae","ND","Excoecaria agallocha"
"6718","Excoecaria bussei","Excoecaria","Excoecaria","Euphorbiaceae","ND","Excoecaria bussei"
"6720","Exocarpos gaudichaudii","Exocarpos","Exocarpos","Santalaceae","MPD","Exocarpos gaudichaudii"
"6721","Exocarpus sparteus","Exocarpus","Exocarpos","Santalaceae","MPD","Exocarpos sparteus"
"6722","Exostema caribaeum","Exostema","Exostema","Rubiaceae","ND","Exostema caribaeum"
"6723","Eysenhardtia polystachya","Eysenhardtia","Eysenhardtia","Fabaceae","ND","Eysenhardtia polystachya"
"6724","Eysenhardtia polystachya","Eysenhardtia","Eysenhardtia","Fabaceae","PY","Eysenhardtia polystachya"
"6725","Fagara macrophylla","Fagara","Zanthoxylum","Rutaceae","PD","Fagara macrophylla"
"6726","Fagara parvifoliola","Fagara","Zanthoxylum","Rutaceae","PD","Fagara parvifoliola"
"6727","Fagara rubescens","Fagara","Zanthoxylum","Rutaceae","PD","Fagara rubescens"
"6728","Fagonia arabica","Fagonia","Fagonia","Zygophyllaceae","PD","Fagonia arabica"
"6729","Fagonia cretica","Fagonia","Fagonia","Zygophyllaceae","PD","Fagonia cretica"
"6730","Fagopyrum tataricum","Fagopyrum","Fagopyrum","Polygonaceae","PD","Fagopyrum tataricum"
"6732","Fagraea fragrans","Fagraea","Fagraea","Gentianaceae","ND","Fagraea fragrans"
"6733","Fagus grandifolia","Fagus","Fagus","Fagaceae","PD","Fagus grandifolia"
"6734","Fagus mexicana","Fagus","Fagus","Fagaceae","PD","Fagus mexicana"
"6735","Fagus orientalis","Fagus","Fagus","Fagaceae","PD","Fagus orientalis"
"6736","Fagus sylvatica","Fagus","Fagus","Fagaceae","PD","Fagus sylvatica"
"6737","Fahrenheitia pendula","Fahrenheitia","Paracroton","Euphorbiaceae","ND","Fahrenheitia pendula"
"6739","Faidherbia albida","Faidherbia","Faidherbia","Fabaceae","PY","Faidherbia albida"
"6740","Falcaria vulgaris","Falcaria","Falcaria","Apiaceae","MPD","Falcaria vulgaris"
"6741","Fallopia aubertii j","Fallopia","Fallopia","Polygonaceae","PD","Fallopia aubertii"
"6742","Fallugia paradoxa","Fallugia","Fallugia","Rosaceae","PD","Fallugia paradoxa"
"6743","Faramea affinis","Faramea","Faramea","Rubiaceae","PD","Faramea affinis"
"6744","Faramea occidentalis","Faramea","Faramea","Rubiaceae","PD","Faramea occidentalis"
"6745","Faramea sp.","Faramea","Faramea","Rubiaceae","PD","Faramea"
"6746","Fargesia demissa","Fargesia","Fargesia","Poaceae","PD","Fargesia demissa"
"6747","Fargesia nitida","Fargesia","Fargesia","Poaceae","PD","Fargesia nitida"
"6748","Fargesia setosa","Fargesia","Fargesia","Poaceae","PD","Fargesia setosa"
"6749","Farsetia aegyptia","Farsetia","Farsetia","Brassicaceae","ND","Farsetia aegyptia"
"6750","Farsetia aegyptia","Farsetia","Farsetia","Brassicaceae","PD","Farsetia aegyptia"
"6751","Fascicularis bicolor","Fascicularis","Tillandsia","Bromeliaceae","PD","Fascicularis bicolor"
"6752","Fatoua villosa","Fatoua","Fatoua","Moraceae","ND","Fatoua villosa"
"6753","Felicia clavipilosa","Felicia","Felicia","Asteraceae","PD","Felicia clavipilosa"
"6754","Felicia echinata","Felicia","Felicia","Asteraceae","ND","Felicia echinata"
"6755","Ferdinandusa elliptica","Ferdinandusa","Ferdinandusa","Rubiaceae","PD","Ferdinandusa elliptica"
"6756","Ferocactus flavovirens","Ferocactus","Ferocactus","Cactaceae","ND","Ferocactus flavovirens"
"6758","Ferocactus hamatacactus","Ferocactus","Ferocactus","Cactaceae","ND","Ferocactus hamatacanthus"
"6760","Ferocactus histrix","Ferocactus","Ferocactus","Cactaceae","ND","Ferocactus histrix"
"6762","Ferocactus latispinus","Ferocactus","Ferocactus","Cactaceae","PD","Ferocactus latispinus"
"6764","Ferocactus peninsulae","Ferocactus","Ferocactus","Cactaceae","ND","Ferocactus peninsulae"
"6766","Ferocactus recurvusc","Ferocactus","Ferocactus","Cactaceae","PD","Ferocactus recurvus"
"6768","Ferocactus robustusc","Ferocactus","Ferocactus","Cactaceae","PD","Ferocactus robustus"
"6770","Ferocactus wislizeni","Ferocactus","Ferocactus","Cactaceae","PD","Ferocactus wislizeni"
"6772","Ferula assa-foetida","Ferula","Ferula","Apiaceae","MPD","Ferula assa-foetida"
"6773","Ferula ferulioides","Ferula","Ferula","Apiaceae","MPD","Ferula ferulioides"
"6774","Ferula gummosa","Ferula","Ferula","Apiaceae","MPD","Ferula gummosa"
"6775","Ferula songorica","Ferula","Ferula","Apiaceae","MPD","Ferula songorica"
"6776","Festuca extremiorientalis","Festuca","Festuca","Poaceae","PD","Festuca extremiorientalis"
"6777","Festuca gigantea","Festuca","Festuca","Poaceae","PD","Festuca gigantea"
"6778","Festuca idahoensis","Festuca","Festuca","Poaceae","PD","Festuca idahoensis"
"6779","Festuca kirilowii","Festuca","Festuca","Poaceae","PD","Festuca kirelowii"
"6780","Festuca modesta","Festuca","Festuca","Poaceae","PD","Festuca modesta"
"6781","Festuca nitidula","Festuca","Festuca","Poaceae","PD","Festuca nitidula"
"6782","Festuca octoflora","Festuca","Festuca","Poaceae","PD","Festuca octoflora"
"6783","Festuca ovina","Festuca","Festuca","Poaceae","PD","Festuca ovina"
"6784","Festuca paniculata","Festuca","Festuca","Poaceae","PD","Festuca paniculata"
"6785","Festuca rubra","Festuca","Festuca","Poaceae","PD","Festuca rubra"
"6787","Festuca sinensis","Festuca","Festuca","Poaceae","PD","Festuca sinensis"
"6788","Ficus abelii","Ficus","Ficus","Moraceae","PD","Ficus abelii"
"6789","Ficus abelii","Ficus","Ficus","Moraceae","ND","Ficus abelii"
"6790","Ficus altissima","Ficus","Ficus","Moraceae","PD","Ficus altissima"
"6791","Ficus aurea","Ficus","Ficus","Moraceae","ND","Ficus aurea"
"6792","Ficus aurea E","Ficus","Ficus","Moraceae","ND","Ficus aurea E"
"6793","Ficus auriculata","Ficus","Ficus","Moraceae","ND","Ficus auriculata"
"6794","Ficus australis","Ficus","Ficus","Moraceae","PD","Ficus australis"
"6795","Ficus bengalensis","Ficus","Ficus","Moraceae","ND","Ficus benghalensis"
"6797","Ficus benjamina","Ficus","Ficus","Moraceae","ND","Ficus benjamina"
"6799","Ficus callosa","Ficus","Ficus","Moraceae","ND","Ficus callosa"
"6800","Ficus capensis","Ficus","Ficus","Moraceae","ND","Ficus capensis"
"6801","Ficus capillipes","Ficus","Ficus","Moraceae","PD","Ficus capillipes"
"6802","Ficus carica","Ficus","Ficus","Moraceae","ND","Ficus carica"
"6803","Ficus catappifolia","Ficus","Ficus","Moraceae","PD","Ficus catappifolia"
"6804","Ficus chartacea","Ficus","Ficus","Moraceae","ND","Ficus chartacea"
"6805","Ficus citrifolia","Ficus","Ficus","Moraceae","ND","Ficus citrifolia"
"6806","Ficus costaricana","Ficus","Ficus","Moraceae","ND","Ficus costaricana"
"6807","Ficus deltoidea","Ficus","Ficus","Moraceae","ND","Ficus deltoidea"
"6808","Ficus dendrocida","Ficus","Ficus","Moraceae","PD","Ficus dendrocida"
"6809","Ficus fistulosa","Ficus","Ficus","Moraceae","ND","Ficus fistulosa"
"6810","Ficus glaberrima","Ficus","Ficus","Moraceae","PD","Ficus glaberrima"
"6811","Ficus glomerata","Ficus","Ficus","Moraceae","ND","Ficus glomerata"
"6812","Ficus grossulariodes","Ficus","Ficus","Moraceae","ND","Ficus grossularioides"
"6813","Ficus guaranitica","Ficus","Ficus","Moraceae","PD","Ficus guaranitica"
"6814","Ficus hispida","Ficus","Ficus","Moraceae","ND","Ficus hispida"
"6815","Ficus insipida","Ficus","Ficus","Moraceae","PD","Ficus insipida"
"6816","Ficus insipida","Ficus","Ficus","Moraceae","ND","Ficus insipida"
"6818","Ficus ischnopoda","Ficus","Ficus","Moraceae","PD","Ficus ischnopoda"
"6819","Ficus lundelli","Ficus","Ficus","Moraceae","ND","Ficus lundellii"
"6820","Ficus lushnathiana","Ficus","Ficus","Moraceae","ND","Ficus luschnathiana"
"6821","Ficus maxima","Ficus","Ficus","Moraceae","ND","Ficus maxima"
"6822","Ficus microcarpa","Ficus","Ficus","Moraceae","ND","Ficus microcarpa"
"6824","Ficus mysorences","Ficus","Ficus","Moraceae","ND","Ficus mysorensis"
"6825","Ficus oligodon","Ficus","Ficus","Moraceae","ND","Ficus oligodon"
"6826","Ficus perforata","Ficus","Ficus","Moraceae","ND","Ficus perforata"
"6827","Ficus pertusa","Ficus","Ficus","Moraceae","ND","Ficus pertusa"
"6828","Ficus petenensis","Ficus","Ficus","Moraceae","ND","Ficus petenensis"
"6829","Ficus pyriformis","Ficus","Ficus","Moraceae","ND","Ficus pyriformis"
"6830","Ficus racemosa","Ficus","Ficus","Moraceae","ND","Ficus racemosa"
"6831","Ficus religiosa","Ficus","Ficus","Moraceae","ND","Ficus religiosa"
"6832","Ficus roxburghii","Ficus","Ficus","Moraceae","ND","Ficus roxburghii"
"6833","Ficus rumphii","Ficus","Ficus","Moraceae","PD","Ficus rumphii"
"6834","Ficus rumphii","Ficus","Ficus","Moraceae","ND","Ficus rumphii"
"6835","Ficus scobina","Ficus","Ficus","Moraceae","PD","Ficus scobina"
"6836","Ficus semicordata","Ficus","Ficus","Moraceae","PD","Ficus semicordata"
"6837","Ficus sintenisii","Ficus","Ficus","Moraceae","ND","Ficus sintenisii"
"6838","Ficus stupenda","Ficus","Ficus","Moraceae","ND","Ficus stupenda"
"6840","Ficus subulata","Ficus","Ficus","Moraceae","PD","Ficus subulata"
"6841","Ficus sundaica","Ficus","Ficus","Moraceae","ND","Ficus sundaica"
"6842","Ficus superba","Ficus","Ficus","Moraceae","PD","Ficus superba"
"6843","Ficus superba","Ficus","Ficus","Moraceae","ND","Ficus superba"
"6844","Ficus sur","Ficus","Ficus","Moraceae","ND","Ficus sur"
"6845","Ficus sur","Ficus","Ficus","Moraceae","PD","Ficus sur"
"6846","Ficus tuerckheimii","Ficus","Ficus","Moraceae","ND","Ficus tuerckheimii"
"6847","Ficus variolosa","Ficus","Ficus","Moraceae","PD","Ficus variolosa"
"6848","Ficus vasculosa","Ficus","Ficus","Moraceae","ND","Ficus vasculosa"
"6849","Ficus virens","Ficus","Ficus","Moraceae","ND","Ficus virens"
"6850","Ficus virens","Ficus","Ficus","Moraceae","PD","Ficus virens"
"6851","Ficus yoponensis","Ficus","Ficus","Moraceae","ND","Ficus yoponensis"
"6852","Filago arvensis","Filago","Filago","Asteraceae","PD","Filago arvensis"
"6853","Filicium decepiens","Filicium","Filicium","Sapindaceae","ND","Filicium decipiens"
"6854","Filipendula ulmaria","Filipendula","Filipendula","Rosaceae","PD","Filipendula ulmaria"
"6856","Fimbristylis autumnalis","Fimbristylis","Fimbristylis","Cyperaceae","PD","Fimbristylis autumnalis"
"6858","Fimbristylis composita","Fimbristylis","Fimbristylis","Cyperaceae","PD","Fimbristylis composita"
"6860","Fimbristylis vahlii","Fimbristylis","Fimbristylis","Cyperaceae","PD","Fimbristylis vahlii"
"6862","Firmiana plantanifolia","Firmiana","Firmiana","Malvaceae","ND","Firmiana platanifolia"
"6863","Fitzroya cupressoides","Fitzroya","Fitzroya","Cupressaceae","PD","Fitzroya cupressoides"
"6865","Flacourtia flavescens","Flacourtia","Flacourtia","Salicaceae","ND","Flacourtia flavescens"
"6866","Flacourtia indica","Flacourtia","Flacourtia","Salicaceae","PD","Flacourtia indica"
"6868","Flacourtia indica","Flacourtia","Flacourtia","Salicaceae","ND","Flacourtia indica"
"6869","Flacourtia rukam","Flacourtia","Flacourtia","Salicaceae","ND","Flacourtia rukam"
"6870","Flacourtia rukam","Flacourtia","Flacourtia","Salicaceae","PD","Flacourtia rukam"
"6871","Flaveria bidentis","Flaveria","Flaveria","Asteraceae","ND","Flaveria bidentis"
"6872","Flaveria trinerva","Flaveria","Flaveria","Asteraceae","PD","Flaveria trinerva"
"6873","Flemingia macrophylla","Flemingia","Flemingia","Fabaceae","PY","Flemingia macrophylla"
"6874","Flindersia acuminata","Flindersia","Flindersia","Rutaceae","ND","Flindersia acuminata"
"6876","Flindersia australis","Flindersia","Flindersia","Rutaceae","ND","Flindersia australis"
"6877","Flindersia brayleyana","Flindersia","Flindersia","Rutaceae","ND","Flindersia brayleyana"
"6878","Flindersia brayleyana","Flindersia","Flindersia","Rutaceae","PD","Flindersia brayleyana"
"6879","Flindersia maculosa","Flindersia","Flindersia","Rutaceae","ND","Flindersia maculosa"
"6880","Flindersia schottiana","Flindersia","Flindersia","Rutaceae","PD","Flindersia schottiana"
"6881","Flindersia schottiana","Flindersia","Flindersia","Rutaceae","ND","Flindersia schottiana"
"6882","Flindersia xanthoxyla","Flindersia","Flindersia","Rutaceae","ND","Flindersia xanthoxyla"
"6883","Floerkea proserpinacoides","Floerkea","Floerkea","Limnanthaceae","PD","Floerkea proserpinacoides"
"6884","Flourensia cernua","Flourensia","Flourensia","Asteraceae","PD","Flourensia cernua"
"6885","Flueggea neowawraea","Flueggea","Flueggea","Phyllanthaceae","PD","Flueggea neowawraea"
"6886","Flueggea neowawraea","Flueggea","Flueggea","Phyllanthaceae","ND","Flueggea neowawraea"
"6887","Foeniculum vulgare","Foeniculum","Foeniculum","Apiaceae","MD","Foeniculum vulgare"
"6888","Fordia lanceolata","Fordia","Fordia","Fabaceae","PY","Fordia lanceolata"
"6889","Fordia lanceolata","Fordia","Fordia","Fabaceae","ND","Fordia lanceolata"
"6890","Forestiera neomexicana","Forestiera","Forestiera","Oleaceae","PD","Forestiera neomexicana"
"6891","Fothergilla gardenii","Fothergilla","Fothergilla","Hamamelidaceae","PD","Fothergilla gardenii"
"6892","Fothergilla major","Fothergilla","Fothergilla","Hamamelidaceae","PD","Fothergilla major"
"6893","Fouquieria splendens","Fouquieria","Fouquieria","Fouquieriaceae","PD","Fouquieria splendens"
"6894","Fragaria orientalis","Fragaria","Fragaria","Rosaceae","PD","Fragaria orientalis"
"6895","Francoa sonchifolia","Francoa","Francoa","Melianthaceae","PD","Francoa sonchifolia"
"6896","Frangula alnus","Frangula","Frangula","Rhamnaceae","PD","Frangula alnus"
"6897","Franklinia alatamaha","Franklinia","Franklinia","Theaceae","PD","Franklinia alatamaha"
"6898","Franseria dumosa","Franseria","Ambrosia","Asteraceae","PD","Franseria dumosa"
"6899","Frasera caroliniensis","Frasera","Frasera","Gentianaceae","MPD","Frasera caroliniensis"
"6900","Frasera speciosa","Frasera","Frasera","Gentianaceae","PD","Frasera speciosa"
"6902","Fraxinus americana","Fraxinus","Fraxinus","Oleaceae","PD","Fraxinus americana"
"6903","Fraxinus angustifolia","Fraxinus","Fraxinus","Oleaceae","PD","Fraxinus angustifolia"
"6905","Fraxinus chinensis","Fraxinus","Fraxinus","Oleaceae","PD","Fraxinus chinensis"
"6906","Fraxinus dipetala","Fraxinus","Fraxinus","Oleaceae","PD","Fraxinus dipetala"
"6907","Fraxinus excelsior","Fraxinus","Fraxinus","Oleaceae","MPD","Fraxinus excelsior"
"6908","Fraxinus floribunda","Fraxinus","Fraxinus","Oleaceae","PD","Fraxinus floribunda"
"6910","Fraxinus formosana","Fraxinus","Fraxinus","Oleaceae","ND","Fraxinus formosana"
"6911","Fraxinus hookeri","Fraxinus","Fraxinus","Oleaceae","PD","Fraxinus hookeri"
"6912","Fraxinus lanceolata","Fraxinus","Fraxinus","Oleaceae","PD","Fraxinus lanceolata"
"6913","Fraxinus lanuginosa","Fraxinus","Fraxinus","Oleaceae","ND","Fraxinus lanuginosa"
"6914","Fraxinus latifolia","Fraxinus","Fraxinus","Oleaceae","PD","Fraxinus latifolia"
"6915","Fraxinus micrantha","Fraxinus","Fraxinus","Oleaceae","PD","Fraxinus micrantha"
"6916","Fraxinus nigra","Fraxinus","Fraxinus","Oleaceae","MPD","Fraxinus nigra"
"6917","Fraxinus ornus","Fraxinus","Fraxinus","Oleaceae","PD","Fraxinus ornus"
"6919","Fraxinus pennsylvanica","Fraxinus","Fraxinus","Oleaceae","PD","Fraxinus pennsylvanica"
"6920","Fraxinus uhdei","Fraxinus","Fraxinus","Oleaceae","PD","Fraxinus uhdei"
"6921","Fraxinus velutina","Fraxinus","Fraxinus","Oleaceae","PD","Fraxinus velutina"
"6922","Fraxinus xanthoxiloides","Fraxinus","Fraxinus","Oleaceae","PD","Fraxinus xanthoxyloides"
"6923","Freesia refracta","Freesia","Freesia","Iridaceae","MD","Freesia refracta"
"6924","Fremontodendron californicus","Fremontodendron","Fremontodendron","Malvaceae","PY","Fremontodendron californicum"
"6925","Fremontodendron decumbens","Fremontodendron","Fremontodendron","Malvaceae","PY","Fremontodendron decumbens"
"6926","Fremontodendron mexicanum","Fremontodendron","Fremontodendron","Malvaceae","PYPD","Fremontodendron mexicanum"
"6927","Freycinetia arborea","Freycinetia","Freycinetia","Pandanaceae","PD","Freycinetia arborea"
"6928","Freycinetia baueriana","Freycinetia","Freycinetia","Pandanaceae","PD","Freycinetia baueriana"
"6929","Fritillaria eduardii","Fritillaria","Fritillaria","Liliaceae","MPD","Fritillaria eduardii"
"6930","Fritillaria pallidiflora","Fritillaria","Fritillaria","Liliaceae","MPD","Fritillaria pallidiflora"
"6931","Fritillaria przewalskii","Fritillaria","Fritillaria","Liliaceae","MPD","Fritillaria przewalskii"
"6932","Fritillaria unibracteata","Fritillaria","Fritillaria","Liliaceae","MPD","Fritillaria unibracteata"
"6933","Fuchsia excorticata","Fuchsia","Fuchsia","Onagraceae","ND","Fuchsia excorticata"
"6934","Fuchsia magelianica","Fuchsia","Fuchsia","Onagraceae","ND","Fuchsia magellanica"
"6935","Fuchsia magellanica","Fuchsia","Fuchsia","Onagraceae","ND","Fuchsia magellanica"
"6936","Fumana ericoides","Fumana","Fumana","Cistaceae","PY","Fumana ericoides"
"6938","Fumaria officinalis","Fumaria","Fumaria","Papaveraceae","MPD","Fumaria officinalis"
"6939","Funtumia elastica","Funtumia","Funtumia","Apocynaceae","ND","Funtumia elastica"
"6940","Funtumia latifolia","Funtumia","Funtumia","Apocynaceae","ND","Funtumia latifolia"
"6941","Gagea lutea","Gagea","Gagea","Liliaceae","MPD","Gagea lutea"
"6942","Gahnia beecheyi","Gahnia","Gahnia","Cyperaceae","PD","Gahnia beecheyi"
"6944","Gahnia gahniiformis","Gahnia","Gahnia","Cyperaceae","PD","Gahnia gahniiformis"
"6946","Gahnia lanigera","Gahnia","Gahnia","Cyperaceae","PD","Gahnia lanigera"
"6948","Gahnia rigida","Gahnia","Gahnia","Cyperaceae","PD","Gahnia rigida"
"6950","Gahnia setifolia","Gahnia","Gahnia","Cyperaceae","PD","Gahnia setifolia"
"6952","Gahnia sieberiana","Gahnia","Gahnia","Cyperaceae","PD","Gahnia sieberiana"
"6954","Gaillardia multiceps","Gaillardia","Gaillardia","Asteraceae","PD","Gaillardia multiceps"
"6955","Gaillardia pinnatifida","Gaillardia","Gaillardia","Asteraceae","PD","Gaillardia pinnatifida"
"6956","Gaillardia pulchella","Gaillardia","Gaillardia","Asteraceae","PD","Gaillardia pulchella"
"6957","Gaillardia suavis","Gaillardia","Gaillardia","Asteraceae","PD","Gaillardia suavis"
"6958","Galactia brachystachys","Galactia","Galactia","Fabaceae","PY","Galactia brachystachys"
"6959","Galactia magalophylla","Galactia","Galactia","Fabaceae","ND","Galactia megalophylla"
"6960","Galactia magalophylla","Galactia","Galactia","Fabaceae","PY","Galactia megalophylla"
"6961","Galactia tenuiflora","Galactia","Galactia","Fabaceae","PY","Galactia tenuiflora"
"6963","Galactia texana","Galactia","Galactia","Fabaceae","PY","Galactia texana"
"6964","Galanthus nivalis","Galanthus","Galanthus","Amaryllidaceae","MPD","Galanthus nivalis"
"6965","Galega officinalis","Galega","Galega","Fabaceae","PY","Galega officinalis"
"6966","Galeobdolon luteum","Galeobdolon","Galeobdolon","Lamiaceae","PD","Galeobdolon luteum"
"6967","Galeopsis bifida","Galeopsis","Galeopsis","Lamiaceae","PD","Galeopsis bifida"
"6968","Galeopsis speciosa","Galeopsis","Galeopsis","Lamiaceae","PD","Galeopsis speciosa"
"6969","Galeopsis tetrahit","Galeopsis","Galeopsis","Lamiaceae","PD","Galeopsis tetrahit"
"6970","Galinsoga ciliata","Galinsoga","Galinsoga","Asteraceae","ND","Galinsoga ciliata"
"6971","Galinsoga parviflora","Galinsoga","Galinsoga","Asteraceae","ND","Galinsoga parviflora"
"6974","Galinsoga parviflora","Galinsoga","Galinsoga","Asteraceae","PD","Galinsoga parviflora"
"6975","Galipea jasminiflora","Galipea","Galipea","Rutaceae","PD","Galipea jasminiflora"
"6976","Galitzkya macrocarpa","Galitzkya","Galitzkya","Brassicaceae","ND","Galitzkya macrocarpa"
"6977","Galium aparine","Galium","Galium","Rubiaceae","PD","Galium aparine"
"6979","Galium boreale","Galium","Galium","Rubiaceae","PD","Galium boreale"
"6980","Galium mollugo","Galium","Galium","Rubiaceae","PD","Galium mollugo"
"6981","Galium spurium","Galium","Galium","Rubiaceae","PD","Galium spurium"
"6982","Galium tricornutum","Galium","Galium","Rubiaceae","PD","Galium tricornutum"
"6983","Galium uliginosum","Galium","Galium","Rubiaceae","PD","Galium uliginosum"
"6984","Galium verum","Galium","Galium","Rubiaceae","PD","Galium verum"
"6986","Gallesia integrifolia","Gallesia","Gallesia","Phytolaccaceae","ND","Gallesia integrifolia"
"6987","Gambeya lacourtiana","Gambeya","Chrysophyllum","Sapotaceae","PD","Gambeya lacourtiana"
"6988","Ganophyllum falcatum","Ganophyllum","Ganophyllum","Sapindaceae","ND","Ganophyllum falcatum"
"6989","Garcinia atroviridis","Garcinia","Garcinia","Clusiaceae","ND","Garcinia atroviridis"
"6991","Garcinia bancana","Garcinia","Garcinia","Clusiaceae","PD","Garcinia bancana"
"6993","Garcinia brasiliensis","Garcinia","Garcinia","Clusiaceae","PD","Garcinia brasiliensis"
"6995","Garcinia cambogia","Garcinia","Garcinia","Clusiaceae","PD","Garcinia cambogia"
"6997","Garcinia cambogia","Garcinia","Garcinia","Clusiaceae","ND","Garcinia cambogia"
"6999","Garcinia cowa","Garcinia","Garcinia","Clusiaceae","PD","Garcinia cowa"
"7001","Garcinia cowa","Garcinia","Garcinia","Clusiaceae","ND","Garcinia cowa"
"7003","Garcinia forbesii","Garcinia","Garcinia","Clusiaceae","PD","Garcinia forbesii"
"7005","Garcinia gnetoides","Garcinia","Garcinia","Clusiaceae","PD","Garcinia gnetoides"
"7007","Garcinia griffithii","Garcinia","Garcinia","Clusiaceae","PD","Garcinia griffithii"
"7009","Garcinia gummi-gutta","Garcinia","Garcinia","Clusiaceae","PD","Garcinia gummi-gutta"
"7011","Garcinia indica","Garcinia","Garcinia","Clusiaceae","ND","Garcinia indica"
"7013","Garcinia kola","Garcinia","Garcinia","Clusiaceae","PD","Garcinia kola"
"7015","Garcinia livingstonei","Garcinia","Garcinia","Clusiaceae","PD","Garcinia livingstonei"
"7017","Garcinia malaccensis","Garcinia","Garcinia","Clusiaceae","PD","Garcinia malaccensis"
"7019","Garcinia mangostana","Garcinia","Garcinia","Clusiaceae","ND","Garcinia mangostana"
"7021","Garcinia mckeaniana","Garcinia","Garcinia","Clusiaceae","PD","Garcinia mckeaniana"
"7023","Garcinia merguensis","Garcinia","Garcinia","Clusiaceae","PD","Garcinia merguensis"
"7025","Garcinia nervosa","Garcinia","Garcinia","Clusiaceae","PD","Garcinia nervosa"
"7027","Garcinia nigrolineata","Garcinia","Garcinia","Clusiaceae","PD","Garcinia nigrolineata"
"7029","Garcinia oblongifolia","Garcinia","Garcinia","Clusiaceae","PD","Garcinia oblongifolia"
"7031","Garcinia opaca","Garcinia","Garcinia","Clusiaceae","PD","Garcinia opaca"
"7033","Garcinia parvifolia","Garcinia","Garcinia","Clusiaceae","PD","Garcinia parvifolia"
"7035","Garcinia penangiana","Garcinia","Garcinia","Clusiaceae","ND","Garcinia penangiana"
"7037","Garcinia polyantha","Garcinia","Garcinia","Clusiaceae","PD","Garcinia polyantha"
"7039","Garcinia portoricensis","Garcinia","Garcinia","Clusiaceae","ND","Garcinia portoricensis"
"7041","Garcinia prainiana","Garcinia","Garcinia","Clusiaceae","PD","Garcinia prainiana"
"7043","Garcinia pyrifera","Garcinia","Garcinia","Clusiaceae","PD","Garcinia pyrifera"
"7045","Garcinia scortechinii","Garcinia","Garcinia","Clusiaceae","PD","Garcinia scortechinii"
"7047","Garcinia warreni","Garcinia","Garcinia","Clusiaceae","ND","Garcinia warrenii"
"7049","Garcinia xanthochymus","Garcinia","Garcinia","Clusiaceae","PD","Garcinia xanthochymus"
"7051","Garcinia xanthochymus","Garcinia","Garcinia","Clusiaceae","ND","Garcinia xanthochymus"
"7055","Gardenia actinocarpa","Gardenia","Gardenia","Rubiaceae","PD","Gardenia actinocarpa"
"7056","Gardenia brighamii","Gardenia","Gardenia","Rubiaceae","ND","Gardenia brighamii"
"7057","Gardenia brighamii","Gardenia","Gardenia","Rubiaceae","PD","Gardenia brighamii"
"7058","Gardenia carinata","Gardenia","Gardenia","Rubiaceae","ND","Gardenia carinata"
