Baskin Dormancy Database : Species Level Data,,,,,
,,,,,
1,Original Genus,Corrected Genus,Genus_species,Family,Dormancy Class
8134,Lindernia,Lindernia,Lindernia_diffusa,Linderniaceae,PD
8135,Mentzelia,Mentzelia,Mentzelia_aspera,Loasaceae,PD
8136,Mentzelia,Mentzelia,Mentzelia_dispersa,Loasaceae,PD
8137,Mentzelia,Mentzelia,Mentzelia_dispersa,Loasaceae,PD
8138,Geniostoma,Geniostoma,Geniostoma_rupestre,Loganiaceae,PD
8139,Labordia,Labordia,Labordia_tinifolia,Loganiaceae,ND
8140,Labordia,Labordia,Labordia_tinifolia,Loganiaceae,PD
8141,Logania,Logania,Logania_buxifolia,Loganiaceae,PD
8142,Logania,Logania,Logania_vaginalis,Loganiaceae,PD
8143,Strychnos,Strychnos,Strychnos_aculeata,Loganiaceae,PD
8144,Strychnos,Strychnos,Strychnos_cocculoides,Loganiaceae,PD
8145,Strychnos,Strychnos,Strychnos_nux-vomica,Loganiaceae,PD
8146,Strychnos,Strychnos,Strychnos_potatorum,Loganiaceae,PD
8147,Strychnos,Strychnos,Strychnos_pseudo-quina,Loganiaceae,ND
8148,Strychos,Strychnos,Strychos_spinosa,Loganiaceae,ND
8149,Ileostylus,Ileostylus,Ileostylus_micranthus,Loranthaceae,PD
8150,Nuytsia,Nuytsia,Nuytsia_floribunda,Loranthaceae,PD
8151,Phthirusa,Phthirusa,Phthirusa_micrantha,Loranthaceae,ND
8152,Phthirusa,Phthirusa,Phthirusa_rufa,Loranthaceae,ND
8153,Tristerix,Tristerix,Tristerix_corymbosus,Loranthaceae,ND
8154,Tupeia,Tupeia,Tupeia_antarctica,Loranthaceae,PD
8155,Ammannia,Ammannia,Ammannia_coccinea,Lythraceae,PD
8156,Cuphea,Cuphea,Cuphea_carthagenensis,Lythraceae,ND
8157,Cuphea,Cuphea,Cuphea_laminuligera,Lythraceae,PD
8158,Cuphea,Cuphea,Cuphea_viscosissima,Lythraceae,PD
8159,Cuphea,Cuphea,Cuphea_wrightii,Lythraceae,PD
8160,Duabanga,Duabanga,Duabanga_grandiflora,Lythraceae,ND
8161,Duabanga,Duabanga,Duabanga_sonneratioides,Lythraceae,ND
8162,Lafoensia,Lafoensia,Lafoensia_glyptocarpa,Lythraceae,ND
8163,Lafoensia,Lafoensia,Lafoensia_pacari,Lythraceae,ND
8164,Lafoensia,Lafoensia,Lafoensia_punicifolia,Lythraceae,ND
8165,Lafoensia,Lafoensia,Lafoensia_speciosa,Lythraceae,ND
8166,Lagerstroemia,Lagerstroemia,Lagerstroemia_floribunda,Lythraceae,ND
8167,Lagerstroemia,Lagerstroemia,Lagerstroemia_fordii,Lythraceae,ND
8168,Lagerstroemia,Lagerstroemia,Lagerstroemia_fordii,Lythraceae,PD
8169,Lagerstroemia,Lagerstroemia,Lagerstroemia_hypoleuca,Lythraceae,PD
8170,Lagerstroemia,Lagerstroemia,Lagerstroemia_lanceolata,Lythraceae,PD
8171,Lagerstroemia,Lagerstroemia,Lagerstroemia_langkawiensis,Lythraceae,ND
8172,Lagerstroemia,Lagerstroemia,Lagerstroemia_parviflora,Lythraceae,PD
8173,Lagerstroemia,Lagerstroemia,Lagerstroemia_parviflora,Lythraceae,PD
8174,Lagerstroemia,Lagerstroemia,Lagerstroemia_speciosa,Lythraceae,ND
8175,Lagerstroemia,Lagerstroemia,Lagerstroemia_speciosa,Lythraceae,PD
8176,Lagerstroemia,Lagerstroemia,Lagerstroemia_tomentosa,Lythraceae,PD
8177,Lawsonia,Lawsonia,Lawsonia_inermis,Lythraceae,PD
8178,Lythrum,Lythrum,Lythrum_flexuosum,Lythraceae,PD
8179,Lythrum,Lythrum,Lythrum_maritimum,Lythraceae,PD
8180,Lythrum,Lythrum,Lythrum_salicaria,Lythraceae,ND
8181,Lythrum,Lythrum,Lythrum_salicaria,Lythraceae,PD
8182,Punica,Punica,Punica_granatum,Lythraceae,PD
8183,Rotala,Rotala,Rotala_ramosior,Lythraceae,PD
8184,Sonneratia,Sonneratia,Sonneratia_apetala,Lythraceae,ND
8185,Trapa,Trapa,Trapa_natans,Lythraceae,PD
8186,Woodfordia,Woodfordia,Woodfordia_fruiticosa,Lythraceae,ND
8187,Aromadendron,Aromadendron,Aromadendron_elegans,Magnoliaceae,MD
8188,Liriodendron,Liriodendron,Liriodendron_tulipifera,Magnoliaceae,MPD
8189,Magnolia,Magnolia,Magnolia_acuminata,Magnoliaceae,MPD
8190,Magnolia,Magnolia,Magnolia_campbelli,Magnoliaceae,MPD
8191,Magnolia,Magnolia,Magnolia_campbelli,Magnoliaceae,MPD
8192,Magnolia,Magnolia,Magnolia_cylindrica,Magnoliaceae,MPD
8193,Magnolia,Magnolia,Magnolia_dawsoniana,Magnoliaceae,MPD
8194,Magnolia,Magnolia,Magnolia_dealbata,Magnoliaceae,MPD
8195,Magnolia,Magnolia,Magnolia_globosa,Magnoliaceae,MPD
8196,Magnolia,Magnolia,Magnolia_grandiflora,Magnoliaceae,MPD
8197,Magnolia,Magnolia,Magnolia_ingrata,Magnoliaceae,MPD
8198,Magnolia,Magnolia,Magnolia_kobus,Magnoliaceae,MPD
8199,Magnolia,Magnolia,Magnolia_macrophylla,Magnoliaceae,MPD
8200,Magnolia,Magnolia,Magnolia_portoricensis,Magnoliaceae,MD
8201,Magnolia,Magnolia,Magnolia_portoricensis,Magnoliaceae,MPD
8202,Magnolia,Magnolia,Magnolia_scheidiana,Magnoliaceae,MPD
8203,Magnolia,Magnolia,Magnolia_splendens,Magnoliaceae,MD
8204,Magnolia,Magnolia,Magnolia_sprengeri,Magnoliaceae,MPD
8205,Magnolia,Magnolia,Magnolia_tripetala,Magnoliaceae,MPD
8206,Magnolia,Magnolia,Magnolia_virginiana,Magnoliaceae,MPD
8207,Magnolia,Magnolia,Magnolia_wilsonii,Magnoliaceae,MPD
8208,Manglieta,Manglieta,Manglieta_dolichogyna,Magnoliaceae,MD
8209,Manglieta,Manglieta,Manglieta_dolichogyna,Magnoliaceae,MPD
8210,Manglietia,Manglietia,Manglietia_azedarach,Magnoliaceae,MPD
8211,Manglietia,Manglietia,Manglietia_caveana,Magnoliaceae,MD
8212,Manglietia,Manglietia,Manglietia_garrettii,Magnoliaceae,MPD
8213,Manglietia,Manglietia,Manglietia_insignis,Magnoliaceae,MD
8214,Manglietia,Manglietia,Manglietia_patungensis,Magnoliaceae,MPD
8215,Manglietiastrum,Magnolia,Manglietiastrum_sinicum,Magnoliaceae,MPD
8216,Michelia,Michelia,Michelia_baillonii,Magnoliaceae,MPD
8217,Michelia,Michelia,Michelia_champaca,Magnoliaceae,MD
8218,Michelia,Michelia,Michelia_champaca,Magnoliaceae,MPD
8219,Michelia,Michelia,Michelia_champaca,Magnoliaceae,MPD
8220,Michelia,Michelia,Michelia_compressa,Magnoliaceae,MD
8221,Michelia,Michelia,Michelia_compressa,Magnoliaceae,MPD
8222,Michelia,Michelia,Michelia_doltsopa,Magnoliaceae,MD
8223,Michelia,Michelia,Michelia_excelsa,Magnoliaceae,MPD
8224,Michelia,Michelia,Michelia_floribunda,Magnoliaceae,MPD
8225,Michelia,Michelia,Michelia_montana,Magnoliaceae,MD
8226,Michelia,Michelia,Michelia_niligericum,Magnoliaceae,MPD
8227,Michelia,Michelia,Michelia_sphaerantha,Magnoliaceae,MPD
8228,Michelia,Michelia,Michelia_yunnanensis,Magnoliaceae,MPD
8229,Paramichelia,Magnolia,Paramichelia_baillonii,Magnoliaceae,MPD
8230,Talauma,Talauma,Talauma_betongensis,Magnoliaceae,MD
8231,Talauma,Talauma,Talauma_ovata,Magnoliaceae,MPD
8232,Talauma,Talauma,Talauma_ovata c,Magnoliaceae,MD
8233,Talauma,Talauma,Talauma_phellocarpa,Magnoliaceae,MD
8234,Acmanthera,Acmanthera,Acmanthera_latifolia,Malpighiaceae,PD
8235,Byronima,Byrsonima,Byronima_spicata,Malpighiaceae,PD
8236,Byrosonima,Byrsonima,Byrosonima_basiloba,Malpighiaceae,PD
8237,Byrosonima,Byrsonima,Byrosonima_crassifolia,Malpighiaceae,PD
8238,Byrosonima,Byrsonima,Byrosonima_verbacifolia,Malpighiaceae,PD
8239,Byrsonima,Byrsonima,Byrsonima_crassifolia,Malpighiaceae,ND
8240,Byrsonima,Byrsonima,Byrsonima_crassifolia,Malpighiaceae,PD
8241,Byrsonima,Byrsonima,Byrsonima_lancifolia,Malpighiaceae,PD
8242,Byrsonima,Byrsonima,Byrsonima_sericea,Malpighiaceae,PD
8243,Byrsonima,Byrsonima,Byrsonima_spicata,Malpighiaceae,PD
8244,Byrsonima,Byrsonima,Byrsonima_stipulacea,Malpighiaceae,PD
8245,Dicella,Dicella,Dicella_bracteosa,Malpighiaceae,ND
8246,Heteropteris,Heteropterys,Heteropteris_acutifolia,Malpighiaceae,ND
8247,Hiptage,Hiptage,Hiptage_benghalensis,Malpighiaceae,ND
8248,Lophantera,Lophanthera,Lophantera_lactescens,Malpighiaceae,PD
8249,Malpighia,Malpighia,Malpighia_glabra,Malpighiaceae,PD
8250,Mascagnia,Mascagnia,Mascagnia_anisopetala,Malpighiaceae,PD
8251,Mascagnia,Mascagnia,Mascagnia_hippocrateoides,Malpighiaceae,ND
8252,Mascagnia,Mascagnia,Mascagnia_nervosa,Malpighiaceae,ND
8253,Thryallis,Thryallis,Thryallis_glauca,Malpighiaceae,PD
8254,Abelmoschus,Abelmoschus,Abelmoschus_esculenta,Malvaceae,PY
8255,Abelmoschus,Abelmoschus,Abelmoschus_moschatus,Malvaceae,PY
8256,Abroma,Abroma,Abroma_augusta,Malvaceae,ND
8257,Abutilon,Abutilon,Abutilon_eremitopetalum,Malvaceae,PY
8258,Abutilon,Abutilon,Abutilon_fruticosum,Malvaceae,PY
8259,Abutilon,Abutilon,Abutilon_indicum,Malvaceae,PY
8260,Abutilon,Abutilon,Abutilon_indicum,Malvaceae,PY
8261,Abutilon,Abutilon,Abutilon_longicuspe,Malvaceae,PY
8262,Abutilon,Abutilon,Abutilon_menziesii,Malvaceae,PY
8263,Abutilon,Abutilon,Abutilon_sandwicense,Malvaceae,PY
8264,Abutilon,Abutilon,Abutilon_theophrasti,Malvaceae,PY
8265,Adansonia,Adansonia,Adansonia_digitata,Malvaceae,PY
8266,Adansonia,Adansonia,Adansonia_grandidieri,Malvaceae,PY
8267,Adansonia,Adansonia,Adansonia_gregorii,Malvaceae,PY
8268,Adansonia,Adansonia,Adansonia_madagascariensis,Malvaceae,PY
8269,Adansonia,Adansonia,Adansonia_rubrostipa,Malvaceae,PY
8270,Adansonia,Adansonia,Adansonia_suarezensis,Malvaceae,PY
8271,Allenia,Radyera,Allenia_autrani,Malvaceae,PD
8272,Alyogyne,Alyogyne,Alyogyne_hakeifolia,Malvaceae,PY
8273,Alyogyne,Alyogyne,Alyogyne_huegelii,Malvaceae,PY
8274,Anoda,Anoda,Anoda_cristata,Malvaceae,PY
8275,Apeiba,Apeiba,Apeiba_aspera,Malvaceae,PY
8276,Apeiba,Apeiba,Apeiba_burchelli,Malvaceae,PY
8277,Apeiba,Apeiba,Apeiba_membranacea,Malvaceae,PY
8278,Apeiba,Apeiba,Apeiba_membranacea,Malvaceae,PY
8279,Apeiba,Apeiba,Apeiba_tibourbou,Malvaceae,PY
8280,Argyrodendron,Argyrodendron,Argyrodendron_actinophyllum,Malvaceae,ND
8281,Argyrodendron,Argyrodendron,Argyrodendron_polyandrum,Malvaceae,ND
8282,Argyrodendron,Argyrodendron,Argyrodendron_trifoliolatum,Malvaceae,ND
8283,Azanza,Azanza,Azanza_garckeana,Malvaceae,ND
8284,Bastardiopsis,Bastardiopsis,Bastardiopsis_densiflora,Malvaceae,ND
8285,Belotia,Trichospermum,Belotia_campbellii,Malvaceae,PY
8286,Berrya,Berrya,Berrya_ammonilla,Malvaceae,ND
8287,Berrya,Berrya,Berrya_cordifolia,Malvaceae,ND
8288,Berrya,Berrya,Berrya_cordifolia,Malvaceae,PY
8289,Bombacopsis,Pachira,Bombacopsis_glabra,Malvaceae,ND
8290,Bombacopsis,Pachira,Bombacopsis_quinata,Malvaceae,ND
8291,Bombacopsis,Pachira,Bombacopsis_quinata,Malvaceae,PY
8292,Bombacopsis,Pachira,Bombacopsis_sessilis,Malvaceae,ND
8293,Bombax,Bombax,Bombax_brevicuspe,Malvaceae,ND
8294,Bombax,Bombax,Bombax_buonopozense,Malvaceae,ND
8295,Bombax,Bombax,Bombax_ceiba,Malvaceae,ND
8296,Bombax,Bombax,Bombax_ellipticum,Malvaceae,ND
8297,Bombax,Bombax,Bombax_globosum,Malvaceae,ND
8298,Bombax,Bombax,Bombax_gracilipes,Malvaceae,ND
8299,Bombax,Bombax,Bombax_martianum,Malvaceae,ND
8300,Bombax,Bombax,Bombax_rhodognaphalon,Malvaceae,ND
8301,Bombax,Bombax,Bombax_tomentosum,Malvaceae,ND
8302,Bombax,Bombax,Bombax_valetonii,Malvaceae,ND
8303,Brachychiton,Brachychiton,Brachychiton_diversifolius,Malvaceae,ND
8304,Brachychiton,Brachychiton,Brachychiton_diversifolius,Malvaceae,PY
8305,Brachychiton,Brachychiton,Brachychiton_megaphyllus,Malvaceae,ND
8306,Brachychiton,Brachychiton,Brachychiton_megaphyllus,Malvaceae,PY
8307,Brachychiton,Brachychiton,Brachychiton_populneus,Malvaceae,PY
8308,Brownlowia,Brownlowia,Brownlowia_helferiana,Malvaceae,ND
8309,Burretiodendron,Burretiodendron,Burretiodendron_hsienum,Malvaceae,ND
8310,Byttneria,Byttneria,Byttneria_catalpifolia,Malvaceae,PY
8311,Callirhoe,Callirhoe,Callirhoe_involucrata,Malvaceae,PY
8312,Callirhoe,Callirhoe,Callirhoe_triangulata,Malvaceae,PY
8313,Cavanillesia,Cavanillesia,Cavanillesia_arborea,Malvaceae,ND
8314,Cavanillesia,Cavanillesia,Cavanillesia_platanifolia,Malvaceae,ND
8315,Ceiba,Ceiba,Ceiba_aesculifolia,Malvaceae,PD
8316,Ceiba,Ceiba,Ceiba_boliviana,Malvaceae,ND
8317,Ceiba,Ceiba,Ceiba_pentandra,Malvaceae,ND
8318,Ceiba,Ceiba,Ceiba_pentandra,Malvaceae,ND
8319,Ceiba,Ceiba,Ceiba_pentandra,Malvaceae,PD
8320,Ceiba,Ceiba,Ceiba_pentandra,Malvaceae,PY
8321,Ceiba,Ceiba,Ceiba_speciosa,Malvaceae,ND
8322,Chiranthodendron,Chiranthodendron,Chiranthodendron_pentadactylon,Malvaceae,PY
8323,Chorisia,Chorisia,Chorisia_glaziovii,Malvaceae,ND
8324,Chorisia,Chorisia,Chorisia_speciosa,Malvaceae,ND
8325,Christiana,Christiana,Christiana_africana,Malvaceae,ND
8326,Coelostegia,Coelostegia,Coelostegia_griffithii,Malvaceae,ND
8327,Coelostegia,Coelostegia,Coelostegia_griffithii,Malvaceae,PD
8328,Cola,Cola,Cola_acuminata,Malvaceae,PY
8329,Cola,Cola,Cola_gigantea,Malvaceae,ND
8330,Cola,Cola,Cola_grisciflora,Malvaceae,PY
8331,Cola,Cola,Cola_lateritia,Malvaceae,ND
8332,Cola,Cola,Cola_nitida,Malvaceae,PD
8333,Cola,Cola,Cola_nitida,Malvaceae,PY
8334,Colona,Colona,Colona_floribunda,Malvaceae,PY
8335,Commersonia,Commersonia,Commersonia_bartramia,Malvaceae,ND
8336,Commersonia,Commersonia,Commersonia_bartramia,Malvaceae,PY
8337,Corchoropsis,Corchoropsis,Corchoropsis_tomentosa,Malvaceae,PD
8338,Corchorus,Corchorus,Corchorus_aestuans,Malvaceae,PY
8339,Corchorus,Corchorus,Corchorus_aestuans,Malvaceae,PY
8340,Corchorus,Corchorus,Corchorus_capsularis,Malvaceae,PY
8341,Corchorus,Corchorus,Corchorus_depressus,Malvaceae,PY
8342,Corchorus,Corchorus,Corchorus_depressus,Malvaceae,PY
8343,Corchorus,Corchorus,Corchorus_fascicularis,Malvaceae,PY
8344,Corchorus,Corchorus,Corchorus_olitorius,Malvaceae,PY
8345,Corchorus,Corchorus,Corchorus_pseudo-olitorious,Malvaceae,PY
8346,Corchorus,Corchorus,Corchorus_tridens,Malvaceae,PY
8347,Corchorus,Corchorus,Corchorus_trilocularis,Malvaceae,PY
8348,Desplatsia,Desplatsia,Desplatsia_chrysochlamys,Malvaceae,ND
8349,Desplatsia,Desplatsia,Desplatsia_subericarpa,Malvaceae,ND
8350,Dombeya,Dombeya,Dombeya_goetzii,Malvaceae,PD
8351,Dombeya,Dombeya,Dombeya_torrida,Malvaceae,ND
8352,Duboscia,Duboscia,Duboscia_macrocarpa,Malvaceae,ND
8353,Duboscia,Duboscia,Duboscia_viridiflora,Malvaceae,ND
8354,Duboscia,Duboscia,Duboscia_viridiflora,Malvaceae,PY
8355,Duboscia,Duboscia,Duboscia_viridiflora,Malvaceae,PY
8356,Durio,Durio,Durio_carinatus,Malvaceae,ND
8357,Durio,Durio,Durio_graveolens,Malvaceae,ND
8358,Durio,Durio,Durio_griffithii,Malvaceae,ND
8359,Durio,Durio,Durio_lowianus,Malvaceae,ND
8360,Durio,Durio,Durio_malaccensis,Malvaceae,PD
8361,Durio,Durio,Durio_oxleyanus,Malvaceae,ND
8362,Durio,Durio,Durio_singaporensis,Malvaceae,PD
8363,Durio,Durio,Durio_zibethinus,Malvaceae,ND
8364,Eriotheca,Eriotheca,Eriotheca_candolleana,Malvaceae,ND
8365,Eriotheca,Eriotheca,Eriotheca_gracilipes,Malvaceae,ND
8366,Eriotheca,Eriotheca,Eriotheca_gracilipes,Malvaceae,ND
8367,Eriotheca,Eriotheca,Eriotheca_pubescens,Malvaceae,ND
8368,Firmiana,Firmiana,Firmiana_plantanifolia,Malvaceae,ND
8369,Fremontodendron,Fremontodendron,Fremontodendron_californicus,Malvaceae,PY
8370,Fremontodendron,Fremontodendron,Fremontodendron_decumbens,Malvaceae,PY
8371,Fremontodendron,Fremontodendron,Fremontodendron_mexicanum,Malvaceae,PYPD
8372,Goethalsia,Goethalsia,Goethalsia_meiantha,Malvaceae,PY
8373,Gossypium,Gossypium,Gossypium_tomentosum,Malvaceae,PY
8374,Grewia,Grewia,Grewia_bicolor,Malvaceae,PD
8375,Grewia,Grewia,Grewia_blattaefolia,Malvaceae,PY
8376,Grewia,Grewia,Grewia_coriacea,Malvaceae,PY
8377,Grewia,Grewia,Grewia_flava,Malvaceae,PY
8378,Grewia,Grewia,Grewia_glabra,Malvaceae,PD
8379,Grewia,Grewia,Grewia_hilliana,Malvaceae,PD
8380,Grewia,Grewia,Grewia_laurifolia,Malvaceae,PY
8381,Grewia,Grewia,Grewia_optiva,Malvaceae,ND
8382,Grewia,Grewia,Grewia_optiva,Malvaceae,PY
8383,Grewia,Grewia,Grewia_pteridifolia,Malvaceae,ND
8384,Grewia,Grewia,Grewia_robusta,Malvaceae,ND
8385,Grewia,Grewia,Grewia_robusta,Malvaceae,PD
8386,Grewia,Grewia,Grewia_tiliaefolia,Malvaceae,PY
8387,Guazuma,Guazuma,Guazuma_crinita,Malvaceae,ND
8388,Guazuma,Guazuma,Guazuma_ulmifolia,Malvaceae,PY
8389,Guazuma,Guazuma,Guazuma_ulmifolia,Malvaceae,PY
8390,Guazuma,Guazuma,Guazuma_ulmifolia,Malvaceae,PY
8391,Guichenotia,Guichenotia,Guichenotia_ledifolia,Malvaceae,PD
8392,Guichenotia,Guichenotia,Guichenotia_seorsiflora,Malvaceae,PY
8393,Hampea,Hampea,Hampea_appendiculata,Malvaceae,ND
8394,Hampea,Hampea,Hampea_appendiculata,Malvaceae,PY
8395,Hannafordia,Hannafordia,Hannafordia_quadrivalvis,Malvaceae,PD
8396,Helicteres,Helicteres,Helicteres_jamaicensis,Malvaceae,ND
8397,Helicteres,Helicteres,Helicteres_jamaicensis,Malvaceae,ND
8398,Helicteres,Helicteres,Helicteres_jamaicensis,Malvaceae,PD
8399,Helicteres,Helicteres,Helicteres_jamaicensis,Malvaceae,PD
8400,Heliocarpus,Heliocarpus,Heliocarpus_americanus,Malvaceae,ND
8401,Heliocarpus,Heliocarpus,Heliocarpus_appendiculatus,Malvaceae,ND
8402,Heliocarpus,Heliocarpus,Heliocarpus_donnell-smithii,Malvaceae,PY
8403,Heliocarpus,Heliocarpus,Heliocarpus_popayanensis,Malvaceae,ND
8404,Heritiera,Heritiera,Heritiera_fomes,Malvaceae,ND
8405,Heritiera,Heritiera,Heritiera_littoralis,Malvaceae,PD
8406,Heritiera,Heritiera,Heritiera_simplicifolia,Malvaceae,ND
8407,Hermannia,Hermannia,Hermannia_linearifolia,Malvaceae,PY
8408,Herrania,Herrania,Herrania_purpurea,Malvaceae,ND
8409,Hibiscadelphus,Hibiscadelphus,Hibiscadelphus_hualalaiensis,Malvaceae,PY
8410,Hibiscus,Hibiscus,Hibiscus_arnottianus,Malvaceae,PY
8411,Hibiscus,Hibiscus,Hibiscus_brachenridgei,Malvaceae,PY
8412,Hibiscus,Hibiscus,Hibiscus_cardiophyllus,Malvaceae,PY
8413,Hibiscus,Hibiscus,Hibiscus_coulteri,Malvaceae,PY
8414,Hibiscus,Hibiscus,Hibiscus_divaricatus,Malvaceae,PY
8415,Hibiscus,Hibiscus,Hibiscus_elatus,Malvaceae,ND
8416,Hibiscus,Hibiscus,Hibiscus_elatus,Malvaceae,PD
8417,Hibiscus,Hibiscus,Hibiscus_esculentus,Malvaceae,PY
8418,Hibiscus,Hibiscus,Hibiscus_hamabo,Malvaceae,PY
8419,Hibiscus,Hibiscus,Hibiscus_micranthus,Malvaceae,PY
8420,Hibiscus,Hibiscus,Hibiscus_mutabilis,Malvaceae,PY
8421,Hibiscus,Hibiscus,Hibiscus_tiliaceus,Malvaceae,ND
8422,Hibiscus,Hibiscus,Hibiscus_tiliaceus,Malvaceae,PY
8423,Hibiscus,Hibiscus,Hibiscus_trionum,Malvaceae,PYPD
8424,Hidrogaster,Hydrogaster,Hidrogaster_trinerve,Malvaceae,PY
8425,Hildegardia,Hildegardia,Hildegardia_barteri,Malvaceae,ND
8426,Hildegardia,Hildegardia,Hildegardia_populifolia,Malvaceae,PY
8427,Hoheria,Hoheria,Hoheria_angustifolia,Malvaceae,PY
8428,Iliamna,Iliamna,Iliamna_corei,Malvaceae,PY
8429,Iliamna,Iliamna,Iliamna_longisepala,Malvaceae,PY
8430,Iliamna,Iliamna,Iliamna_rivularis,Malvaceae,PY
8431,Keraudrenia,Keraudrenia,Keraudrenia_integrifolia,Malvaceae,PD
8432,Keraudrenia,Keraudrenia,Keraudrenia_lanceolata,Malvaceae,PY
8433,Kokia,Kokia,Kokia_drynarioides,Malvaceae,PY
8434,Kosteletzkya,Kosteletzkya,Kosteletzkya_virginica,Malvaceae,PY
8435,Kydia,Kydia,Kydia_calycina,Malvaceae,PY
8436,Kydia,Kydia,Kydia_calycina,Malvaceae,PY
8437,Kydia,Kydia,Kydia_glabrescens,Malvaceae,PY
8438,Lasiopetalum,Lasiopetalum,Lasiopetalum_discolor,Malvaceae,PD
8439,Lasiopetalum,Lasiopetalum,Lasiopetalum_floribundum,Malvaceae,PY
8440,Lasiopetalum,Lasiopetalum,Lasiopetalum_pterocarpus,Malvaceae,PY
8441,Lasiopetalum,Lasiopetalum,Lasiopetalum_rotundifolium,Malvaceae,PY
8442,Lavatera,Lavatera,Lavatera_arborea,Malvaceae,PY
8443,Lavatera,Lavatera,Lavatera_arborea,Malvaceae,PY
8444,Lavatera,Lavatera,Lavatera_cretica,Malvaceae,PY
8445,Lavatera,Lavatera,Lavatera_oblongifolia,Malvaceae,PY
8446,Lavatera,Lavatera,Lavatera_oblongifolia,Malvaceae,PY
8447,Lawrencia,Lawrencia,Lawrencia_spicata,Malvaceae,PY
8448,Lebronnecia,Lebronnecia,Lebronnecia_kokioides,Malvaceae,ND
8449,Lebronnecia,Lebronnecia,Lebronnecia_kokioides,Malvaceae,PY
8450,Lectonichia,Leptonychia,Lectonichia_pubescens,Malvaceae,ND
8451,Luehea,Luehea,Luehea_candicans,Malvaceae,ND
8452,Luehea,Luehea,Luehea_candicans,Malvaceae,PY
8453,Luehea,Luehea,Luehea_grandiflora,Malvaceae,ND
8454,Luehea,Luehea,Luehea_paniculata,Malvaceae,ND
8455,Luehea,Luehea,Luehea_paniculata,Malvaceae,PY
8456,Luehea,Luehea,Luehea_seemannii,Malvaceae,PY
8457,Luehea,Luehea,Luehea_seemannii,Malvaceae,PY
8458,Luehea,Luehea,Luehea_speciosa,Malvaceae,PY
8459,Lueheopsis,Lueheopsis,Lueheopsis_rosea,Malvaceae,ND
8460,Malachothamnus,Malacothamnus,Malachothamnus_fasciculatus,Malvaceae,PY
8461,Malachra,Malachra,Malachra_alceifolia,Malvaceae,PY
8462,Malva,Malva,Malva_parviflora,Malvaceae,PY
8463,Malva,Malva,Malva_parviflora,Malvaceae,PY
8464,Malva,Malva,Malva_parviflora,Malvaceae,PY
8465,Malva,Malva,Malva_rotundifolia,Malvaceae,PY
8466,Malva,Malva,Malva_sinensis,Malvaceae,PY
8467,Malva,Malva,Malva_verticillata,Malvaceae,PY
8468,Malvastrum,Malvastrum,Malvastrum_americanum,Malvaceae,PY
8469,Malvastrum,Malvastrum,Malvastrum_coromandelianum,Malvaceae,PY
8470,Malvastrum,Malvastrum,Malvastrum_coromandelianum,Malvaceae,PY
8471,Mansonia,Mansonia,Mansonia_altissima,Malvaceae,ND
8472,Melochia,Melochia,Melochia_concatenata,Malvaceae,PY
8473,Microcos,Microcos,Microcos_paniculata,Malvaceae,PY
8474,Montezuma,Thespesia,Montezuma_speciosissima,Malvaceae,ND
8475,Neesia,Neesia,Neesia_kostermansiana,Malvaceae,ND
8476,Nesogordonia,Nesogordonia,Nesogordonia_papaverifera,Malvaceae,ND
8477,Ochroma,Ochroma,Ochroma_lagopus,Malvaceae,PY
8478,Ochroma,Ochroma,Ochroma_pyramidale,Malvaceae,PD
8479,Ochroma,Ochroma,Ochroma_pyramidale,Malvaceae,PY
8480,Ochroma,Ochroma,Ochroma_pyramidale,Malvaceae,PY
8481,Pachira,Pachira,Pachira_aquatica,Malvaceae,ND
8482,Pachira,Pachira,Pachira_insignis,Malvaceae,ND
8483,Pachira,Pachira,Pachira_quinata,Malvaceae,ND
8484,Pavonia,Pavonia,Pavonia_arabica,Malvaceae,PY
8485,Pavonia,Pavonia,Pavonia_lasiopetala,Malvaceae,PY
8486,Plagianthus,Plagianthus,Plagianthus_divaricatus,Malvaceae,ND
8487,Plagianthus,Plagianthus,Plagianthus_regius,Malvaceae,PY
8488,Pseudobombax,Pseudobombax,Pseudobombax_grandiflorum,Malvaceae,ND
8489,Pseudobombax,Pseudobombax,Pseudobombax_marginatum,Malvaceae,ND
8490,Pseudobombax,Pseudobombax,Pseudobombax_munguba,Malvaceae,ND
8491,Pseudobombax,Pseudobombax,Pseudobombax_septenatum,Malvaceae,ND
8492,Pseudobombax,Pseudobombax,Pseudobombax_septenatum,Malvaceae,ND
8493,Pseudobombax,Pseudobombax,Pseudobombax_tomentosum,Malvaceae,ND
8494,Pterigota,Pterygota,Pterigota_brasiliensis,Malvaceae,ND
8495,Pterocymbium,Pterocymbium,Pterocymbium_javanicum,Malvaceae,ND
8496,Pterocymbium,Pterocymbium,Pterocymbium_tinctorium,Malvaceae,ND
8497,Pterospermum,Pterospermum,Pterospermum_acerifolium,Malvaceae,ND
8498,Pterospermum,Pterospermum,Pterospermum_acerifolium,Malvaceae,PY
8499,Pterospermum,Pterospermum,Pterospermum_grandiflorum,Malvaceae,ND
8500,Pterospermum,Pterospermum,Pterospermum_grandiflorum,Malvaceae,PY
8501,Pterospermum,Pterospermum,Pterospermum_javanicum,Malvaceae,ND
8502,Pterygota,Pterygota,Pterygota_alata,Malvaceae,ND
8503,Pterygota,Pterygota,Pterygota_alata,Malvaceae,PY
